file_path,accent,emotion_ai
data/processed_chunks\Mien_Bac\Mien_Bac_GiangOi1_chunk0026.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_GiangOi1_chunk0027.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_GiangOi1_chunk0028.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_GiangOi1_chunk0029.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_GiangOi1_chunk0030.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_GiangOi1_chunk0031.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_GiangOi1_chunk0032.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_GiangOi1_chunk0033.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_GiangOi1_chunk0034.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_GiangOi1_chunk0035.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_GiangOi1_chunk0036.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_GiangOi1_chunk0037.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_GiangOi1_chunk0038.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_GiangOi1_chunk0039.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_GiangOi1_chunk0040.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_GiangOi1_chunk0041.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_GiangOi1_chunk0042.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_GiangOi1_chunk0043.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_GiangOi1_chunk0044.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0001.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0002.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0003.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0004.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0005.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0006.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0007.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0008.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0009.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0010.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0011.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0012.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0013.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0014.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0015.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0016.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0017.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0018.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0019.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0020.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0021.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0022.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0023.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0024.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0025.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0026.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0027.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0028.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0029.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0030.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0031.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0032.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0033.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0034.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0035.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0036.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0037.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0038.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0039.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0040.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0041.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0042.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0043.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0044.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0045.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0046.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0047.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0048.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0049.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0050.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0051.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0052.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0053.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0054.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0055.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0056.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0057.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0058.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0059.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0060.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0061.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0062.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0063.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0064.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0065.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0066.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0067.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0068.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0069.wav,Mien_Bac,Angry
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0070.wav,Mien_Bac,Angry
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0071.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0072.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0073.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0074.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0075.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0076.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0077.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0078.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0079.wav,Mien_Bac,Angry
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0080.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0081.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0082.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0083.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0084.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0085.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0086.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0087.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0088.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0089.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0090.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0091.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0092.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0093.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0094.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0095.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0096.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0097.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0098.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0099.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0100.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0101.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0102.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0103.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen1_chunk0104.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0001.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0002.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0003.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0004.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0005.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0006.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0007.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0008.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0009.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0010.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0011.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0012.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0013.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0014.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0015.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0016.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0017.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0018.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0019.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0020.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0021.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0022.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0023.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0024.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0025.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0026.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0027.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0028.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0029.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0030.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0031.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0032.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0033.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0034.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0035.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0036.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0037.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0038.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0039.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0040.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0041.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0042.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0043.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0044.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0045.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0046.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0047.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0048.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0049.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0050.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0051.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0052.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0053.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0054.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0055.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0056.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0057.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0058.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0059.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0060.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0061.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HaiYen2_chunk0062.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0001.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0002.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0003.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0004.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0005.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0006.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0007.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0008.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0009.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0010.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0011.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0012.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0013.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0014.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0015.wav,Mien_Bac,Angry
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0016.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0017.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0018.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0019.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0020.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0021.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0022.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0023.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0024.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0025.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0026.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0027.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0028.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0029.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0030.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0031.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0032.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0033.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0034.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0035.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0036.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0037.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0038.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0039.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0040.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0041.wav,Mien_Bac,Sad
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0042.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0043.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0044.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0045.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0046.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0047.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0048.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0049.wav,Mien_Bac,Happy
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0050.wav,Mien_Bac,Neutral
data/processed_chunks\Mien_Bac\Mien_Bac_HuongW1_chunk0051.wav,Mien_Bac,Neutral
